Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count
"Red Willow, Nebraska, US",United States,Nebraska,Red Willow,US,USA,31145,40.1755688,-100.476998,10724
"Williams, North Dakota, US",United States,North Dakota,Williams,US,USA,38105,48.34522353,-103.4793387,37589
"Jefferson, Kansas, US",United States,Kansas,Jefferson,US,USA,20087,39.2347941,-95.38289232,19043
"Smith, Kansas, US",United States,Kansas,Smith,US,USA,20183,39.78516566,-98.78566062,3583
"Prince George's, Maryland, US",United States,Maryland,Prince George's,US,USA,24033,38.83070039,-76.8496441,909327
"Cass, Missouri, US",United States,Missouri,Cass,US,USA,29037,38.64789422,-94.353399,105780
"Fairfield, South Carolina, US",United States,South Carolina,Fairfield,US,USA,45039,34.39287073,-81.1195624,22347
"Los Alamos, New Mexico, US",United States,New Mexico,Los Alamos,US,USA,35028,35.86631386,-106.3134985,19369
"Dakota, Nebraska, US",United States,Nebraska,Dakota,US,USA,31043,42.39040144,-96.56656425,20026
"Sumner, Tennessee, US",United States,Tennessee,Sumner,US,USA,47165,36.46824103,-86.45917204,191283
"Marshall, South Dakota, US",United States,South Dakota,Marshall,US,USA,46091,45.75870838,-97.59855639,4935
"Lincoln, Oklahoma, US",United States,Oklahoma,Lincoln,US,USA,40081,35.70270942,-96.8812462,34877
"Jefferson, Missouri, US",United States,Missouri,Jefferson,US,USA,29099,38.25926778,-90.53870896,225081
"Newberry, South Carolina, US",United States,South Carolina,Newberry,US,USA,45071,34.28629098,-81.59935761,38440
"Linn, Oregon, US",United States,Oregon,Linn,US,USA,41043,44.48899494,-122.5373154,129749
"Prince of Wales-Hyder, Alaska, US",United States,Alaska,Prince of Wales-Hyder,US,USA,2198,55.76261984,-133.0511621,6203
"Valley, Nebraska, US",United States,Nebraska,Valley,US,USA,31175,41.56730777,-98.98197724,4158
"Breathitt, Kentucky, US",United States,Kentucky,Breathitt,US,USA,21025,37.52333168,-83.31959161,12630
"Hill, Texas, US",United States,Texas,Hill,US,USA,48217,31.99045053,-97.13423143,36649
"Campbell, South Dakota, US",United States,South Dakota,Campbell,US,USA,46021,45.77074915,-100.0510181,1376
"Bennington, Vermont, US",United States,Vermont,Bennington,US,USA,50003,43.03519828,-73.09048868,35470
"Menard, Illinois, US",United States,Illinois,Menard,US,USA,17129,40.02742725,-89.80246001,12196
"Independence, Arkansas, US",United States,Arkansas,Independence,US,USA,5063,35.74242707,-91.57001641,37825
"Hocking, Ohio, US",United States,Ohio,Hocking,US,USA,39073,39.49537927,-82.47991446,28264
"Wright, Minnesota, US",United States,Minnesota,Wright,US,USA,27171,45.17297924,-93.96234781,138377
"Menominee, Michigan, US",United States,Michigan,Menominee,US,USA,26109,45.58038692,-87.55370409,22780
"Lyon, Kansas, US",United States,Kansas,Lyon,US,USA,20111,38.45576156,-96.15275715,33195
"Dixon, Nebraska, US",United States,Nebraska,Dixon,US,USA,31051,42.49188363,-96.86782408,5636
"Martin, Minnesota, US",United States,Minnesota,Martin,US,USA,27091,43.67429718,-94.55099908,19683
"Custer, Oklahoma, US",United States,Oklahoma,Custer,US,USA,40039,35.63853802,-99.00170785,29003
"Forsyth, Georgia, US",United States,Georgia,Forsyth,US,USA,13117,34.22604035,-84.1231513,244252
"Henry, Missouri, US",United States,Missouri,Henry,US,USA,29083,38.38482826,-93.79293734,21824
"Jasper, Indiana, US",United States,Indiana,Jasper,US,USA,18073,41.02078733,-87.11553319,33562
"Todd, Minnesota, US",United States,Minnesota,Todd,US,USA,27153,46.06996226,-94.89785296,24664
"Leake, Mississippi, US",United States,Mississippi,Leake,US,USA,28079,32.7536828,-89.52402044,22786
"Washington, Utah, US",United States,Utah,Washington,US,USA,49053,37.28003525,-113.504698,177556
"Valley, Montana, US",United States,Montana,Valley,US,USA,30105,48.36435097,-106.6669635,7396
"Miller, Missouri, US",United States,Missouri,Miller,US,USA,29131,38.21450288,-92.42610898,25619
"Juab, Utah, US",United States,Utah,Juab,US,USA,49023,39.70208397,-112.7809245,12017
"Cumberland, Virginia, US",United States,Virginia,Cumberland,US,USA,51049,37.51328851,-78.24398086,9932
"Gentry, Missouri, US",United States,Missouri,Gentry,US,USA,29075,40.21097916,-94.40944419,6571
"Muskingum, Ohio, US",United States,Ohio,Muskingum,US,USA,39119,39.96575964,-81.94363275,86215
"Barton, Missouri, US",United States,Missouri,Barton,US,USA,29011,37.50207671,-94.34757022,11754
"Coahoma, Mississippi, US",United States,Mississippi,Coahoma,US,USA,28027,34.22772299,-90.60415045,22124
"Sussex, New Jersey, US",United States,New Jersey,Sussex,US,USA,34037,41.13891592,-74.69118243,140488
"TriCounty, Utah, US",United States,Utah,TriCounty,US,USA,,40.12491499,-109.5174415,56622
"Carroll, Ohio, US",United States,Ohio,Carroll,US,USA,39019,40.5789686,-81.09178213,26914
"Floyd, Kentucky, US",United States,Kentucky,Floyd,US,USA,21071,37.56213922,-82.74750924,35589
"Grant, Minnesota, US",United States,Minnesota,Grant,US,USA,27051,45.93424769,-96.01139609,5972
"McKenzie, North Dakota, US",United States,North Dakota,McKenzie,US,USA,38053,47.7413337,-103.395905,15024
"Montgomery, Mississippi, US",United States,Mississippi,Montgomery,US,USA,28097,33.49419589,-89.61729103,9775
"Pine, Minnesota, US",United States,Minnesota,Pine,US,USA,27115,46.12105238,-92.74070188,29579
"Hancock, Mississippi, US",United States,Mississippi,Hancock,US,USA,28045,30.41830223,-89.48851033,47632
"Stark, North Dakota, US",United States,North Dakota,Stark,US,USA,38089,46.80851182,-102.6576326,31489
"Fayette, West Virginia, US",United States,West Virginia,Fayette,US,USA,54019,38.02974928,-81.08286634,42406
"Pender, North Carolina, US",United States,North Carolina,Pender,US,USA,37141,34.52265624,-77.90352133,63060
"Koochiching, Minnesota, US",United States,Minnesota,Koochiching,US,USA,27071,48.24539665,-93.78352843,12229
"Fauquier, Virginia, US",United States,Virginia,Fauquier,US,USA,51061,38.73564842,-77.80647472,71222
"Wheeler, Texas, US",United States,Texas,Wheeler,US,USA,48483,35.40114335,-100.2699514,5056
"Kingsbury, South Dakota, US",United States,South Dakota,Kingsbury,US,USA,46077,44.36956169,-97.4913945,4939
"Mercer, Kentucky, US",United States,Kentucky,Mercer,US,USA,21167,37.81474237,-84.87488475,21933
"Maverick, Texas, US",United States,Texas,Maverick,US,USA,48323,28.7429195,-100.3157686,58722
"Washington, Maine, US",United States,Maine,Washington,US,USA,23029,45.01607142,-67.62813524,31379
"Iron, Michigan, US",United States,Michigan,Iron,US,USA,26071,46.20974132,-88.53136251,11066
"Cross, Arkansas, US",United States,Arkansas,Cross,US,USA,5037,35.29631396,-90.77185818,16419
"Lake, Indiana, US",United States,Indiana,Lake,US,USA,18089,41.41874274,-87.38277575,485493
"Smith, Tennessee, US",United States,Tennessee,Smith,US,USA,47159,36.25359775,-85.95411046,20157
"Lancaster, Virginia, US",United States,Virginia,Lancaster,US,USA,51103,37.71889653,-76.46400482,10603
"Traverse, Minnesota, US",United States,Minnesota,Traverse,US,USA,27155,45.77298854,-96.47062949,3259
"Rock Island, Illinois, US",United States,Illinois,Rock Island,US,USA,17161,41.46613806,-90.57042164,141879
"Columbia, Georgia, US",United States,Georgia,Columbia,US,USA,13073,33.54534185,-82.263524,156714
"Cherokee, South Carolina, US",United States,South Carolina,Cherokee,US,USA,45021,35.05122251,-81.61828622,57300
"Randolph, Alabama, US",United States,Alabama,Randolph,US,USA,1111,33.29526734,-85.45708831,22722
"Grant, North Dakota, US",United States,North Dakota,Grant,US,USA,38037,46.35821257,-101.6390013,2274
"Holmes, Mississippi, US",United States,Mississippi,Holmes,US,USA,28051,33.12345854,-90.08923538,17010
"Kinney, Texas, US",United States,Texas,Kinney,US,USA,48271,29.34967888,-100.4186638,3667
"Colquitt, Georgia, US",United States,Georgia,Colquitt,US,USA,13071,31.18810588,-83.7677946,45600
"Fresno, California, US",United States,California,Fresno,US,USA,6019,36.75733899,-119.6466953,999101
"Baldwin, Alabama, US",United States,Alabama,Baldwin,US,USA,1003,30.72774991,-87.72207058,223234
"Lenoir, North Carolina, US",United States,North Carolina,Lenoir,US,USA,37107,35.2403259,-77.64245615,55949
"Attala, Mississippi, US",United States,Mississippi,Attala,US,USA,28007,33.08658803,-89.57838564,18174
"White, Arkansas, US",United States,Arkansas,White,US,USA,5145,35.25688493,-91.74908296,78753
"Clarke, Iowa, US",United States,Iowa,Clarke,US,USA,19039,41.02868181,-93.78499767,9395
"Winona, Minnesota, US",United States,Minnesota,Winona,US,USA,27169,43.98772283,-91.78081305,50484
"Jefferson Davis, Louisiana, US",United States,Louisiana,Jefferson Davis,US,USA,22053,30.26896765,-92.81210004,31368
"Wright, Missouri, US",United States,Missouri,Wright,US,USA,29229,37.27029221,-92.46914488,18289
"Bannock, Idaho, US",United States,Idaho,Bannock,US,USA,16005,42.67002716,-112.2233311,87808
"Box Butte, Nebraska, US",United States,Nebraska,Box Butte,US,USA,31013,42.22079243,-103.0878834,10783
"Stark, Illinois, US",United States,Illinois,Stark,US,USA,17175,41.09309773,-89.79745866,5342
"Nuckolls, Nebraska, US",United States,Nebraska,Nuckolls,US,USA,31129,40.17637905,-98.04743961,4148
"Ravalli, Montana, US",United States,Montana,Ravalli,US,USA,30081,46.08520862,-114.1189164,43806
"Furnas, Nebraska, US",United States,Nebraska,Furnas,US,USA,31065,40.17642064,-99.91247454,4676
"Piute, Utah, US",United States,Utah,Piute,US,USA,49031,38.33815254,-112.1249591,1479
"Butler, Ohio, US",United States,Ohio,Butler,US,USA,39017,39.44012838,-84.57388716,383134
"Otoe, Nebraska, US",United States,Nebraska,Otoe,US,USA,31131,40.64843556,-96.13374142,16012
"Dauphin, Pennsylvania, US",United States,Pennsylvania,Dauphin,US,USA,42043,40.41377078,-76.77993242,278299
"Winn, Louisiana, US",United States,Louisiana,Winn,US,USA,22127,31.94449367,-92.63789413,13904
"Bond, Illinois, US",United States,Illinois,Bond,US,USA,17005,38.88829622,-89.43534887,16426
"Lake, Florida, US",United States,Florida,Lake,US,USA,12069,28.76202069,-81.7125123,367118
"Hot Spring, Arkansas, US",United States,Arkansas,Hot Spring,US,USA,5059,34.31709259,-92.95396325,33771
"New Haven, Connecticut, US",United States,Connecticut,New Haven,US,USA,9009,41.4080325,-72.93620426,854757
"Drew, Arkansas, US",United States,Arkansas,Drew,US,USA,5043,33.59035001,-91.71777921,18219
"Osage, Missouri, US",United States,Missouri,Osage,US,USA,29151,38.46036182,-91.8613635,13615
"Cabell, West Virginia, US",United States,West Virginia,Cabell,US,USA,54011,38.42424062,-82.23855912,91945
"Thurston, Washington, US",United States,Washington,Thurston,US,USA,53067,46.9291895,-122.8290656,290536
"Knox, Missouri, US",United States,Missouri,Knox,US,USA,29103,40.12699751,-92.14780832,3959
"Cotton, Oklahoma, US",United States,Oklahoma,Cotton,US,USA,40033,34.28845626,-98.37053567,5666
"Nolan, Texas, US",United States,Texas,Nolan,US,USA,48353,32.30365282,-100.4060208,14714
"Clinton, Iowa, US",United States,Iowa,Clinton,US,USA,19045,41.89981633,-90.53275096,46429
"Comanche, Texas, US",United States,Texas,Comanche,US,USA,48093,31.94854689,-98.55876441,13635
"Kenosha, Wisconsin, US",United States,Wisconsin,Kenosha,US,USA,55059,42.57639354,-88.04051686,169561
"Walsh, North Dakota, US",United States,North Dakota,Walsh,US,USA,38099,48.36876964,-97.72574783,10641
"Grayson, Virginia, US",United States,Virginia,Grayson,US,USA,51077,36.65677234,-81.23215889,15550
"Lincoln, Nebraska, US",United States,Nebraska,Lincoln,US,USA,31111,41.04658298,-100.7475374,34914
"Aurora, South Dakota, US",United States,South Dakota,Aurora,US,USA,46003,43.71757685,-98.56050467,2751
"Anderson, Kansas, US",United States,Kansas,Anderson,US,USA,20003,38.21413251,-95.29272815,7858
"Sierra, California, US",United States,California,Sierra,US,USA,6091,39.57713498,-120.5200701,3005
"Santa Fe, New Mexico, US",United States,New Mexico,Santa Fe,US,USA,35049,35.50708973,-105.9774716,150358
"Rutherford, Tennessee, US",United States,Tennessee,Rutherford,US,USA,47149,35.84591405,-86.4107263,332285
"Potter, Texas, US",United States,Texas,Potter,US,USA,48375,35.40133773,-101.893964,117415
"Okfuskee, Oklahoma, US",United States,Oklahoma,Okfuskee,US,USA,40107,35.46485198,-96.32639984,11993
"Hillsdale, Michigan, US",United States,Michigan,Hillsdale,US,USA,26059,41.88753639,-84.59312019,45605
"Jefferson, Washington, US",United States,Washington,Jefferson,US,USA,53031,47.75003077,-123.5609704,32221
"Benton, Oregon, US",United States,Oregon,Benton,US,USA,41003,44.49167306,-123.4316987,93053
"Merrimack, New Hampshire, US",United States,New Hampshire,Merrimack,US,USA,33013,43.29662971,-71.6811573,151391
"Jefferson, Mississippi, US",United States,Mississippi,Jefferson,US,USA,28063,31.73397872,-91.03764977,6990
"Nelson, Kentucky, US",United States,Kentucky,Nelson,US,USA,21179,37.80335779,-85.4657193,46233
"Park, Colorado, US",United States,Colorado,Park,US,USA,8093,39.120926,-105.7182065,18845
"Freestone, Texas, US",United States,Texas,Freestone,US,USA,48161,31.70422788,-96.15072516,19717
"Lewis, West Virginia, US",United States,West Virginia,Lewis,US,USA,54041,38.9947249,-80.49988181,15907
"Wayne, Kentucky, US",United States,Kentucky,Wayne,US,USA,21231,36.80310688,-84.8251971,20333
"Fond du Lac, Wisconsin, US",United States,Wisconsin,Fond du Lac,US,USA,55039,43.75354908,-88.48885325,103403
"Elkhart, Indiana, US",United States,Indiana,Elkhart,US,USA,18039,41.59761169,-85.85875695,206341
"Waller, Texas, US",United States,Texas,Waller,US,USA,48473,30.01058447,-95.99011759,55246
"Livingston, Kentucky, US",United States,Kentucky,Livingston,US,USA,21139,37.21137452,-88.34797529,9194
"Calhoun, Arkansas, US",United States,Arkansas,Calhoun,US,USA,5013,33.55598792,-92.49974403,5189
"Banks, Georgia, US",United States,Georgia,Banks,US,USA,13011,34.35607081,-83.49644388,19234
"Jackson, Oregon, US",United States,Oregon,Jackson,US,USA,41029,42.43201126,-122.7289309,220944
"Moore, Tennessee, US",United States,Tennessee,Moore,US,USA,47127,35.27724699,-86.36230578,6488
"Adams, Iowa, US",United States,Iowa,Adams,US,USA,19003,41.02903567,-94.69932645,3602
"Skagit, Washington, US",United States,Washington,Skagit,US,USA,53057,48.48171488,-121.766131,129205
"Dinwiddie, Virginia, US",United States,Virginia,Dinwiddie,US,USA,51053,37.07544585,-77.63451754,28544
"Noble, Oklahoma, US",United States,Oklahoma,Noble,US,USA,40103,36.38953329,-97.22928674,11131
"Anoka, Minnesota, US",United States,Minnesota,Anoka,US,USA,27003,45.27476015,-93.24604565,356921
"Bienville, Louisiana, US",United States,Louisiana,Bienville,US,USA,22013,32.34569994,-93.05398492,13241
"Habersham, Georgia, US",United States,Georgia,Habersham,US,USA,13137,34.63331566,-83.53094677,45328
"Knott, Kentucky, US",United States,Kentucky,Knott,US,USA,21119,37.35388197,-82.94981134,14806
"Charlton, Georgia, US",United States,Georgia,Charlton,US,USA,13049,30.78371028,-82.13951596,13392
"Towns, Georgia, US",United States,Georgia,Towns,US,USA,13281,34.91369188,-83.7410746,12037
"Pendleton, West Virginia, US",United States,West Virginia,Pendleton,US,USA,54071,38.68314479,-79.35084086,6969
"Carroll, Iowa, US",United States,Iowa,Carroll,US,USA,19027,42.03617207,-94.86032705,20165
"Acadia, Louisiana, US",United States,Louisiana,Acadia,US,USA,22001,30.2950649,-92.41419698,62045
"Marion, Ohio, US",United States,Ohio,Marion,US,USA,39101,40.58610662,-83.15736305,65093
"Iron, Wisconsin, US",United States,Wisconsin,Iron,US,USA,55051,46.26302338,-90.24295041,5687
"Otter Tail, Minnesota, US",United States,Minnesota,Otter Tail,US,USA,27111,46.40846929,-95.70835255,58746
"Saginaw, Michigan, US",United States,Michigan,Saginaw,US,USA,26145,43.33433923,-84.0513121,190539
"Bertie, North Carolina, US",United States,North Carolina,Bertie,US,USA,37015,36.0688473,-76.96545943,18947
"Northampton, North Carolina, US",United States,North Carolina,Northampton,US,USA,37131,36.41736238,-77.39769443,19483
"Otsego, New York, US",United States,New York,Otsego,US,USA,36077,42.63492579,-75.03151402,59493
"Walworth, Wisconsin, US",United States,Wisconsin,Walworth,US,USA,55127,42.66858202,-88.54163073,103868
"Crenshaw, Alabama, US",United States,Alabama,Crenshaw,US,USA,1041,31.72941803,-86.31593104,13772
"Union, South Carolina, US",United States,South Carolina,Union,US,USA,45087,34.68835752,-81.61730349,27316
"Union, Iowa, US",United States,Iowa,Union,US,USA,19175,41.0277278,-94.24234847,12241
"Winnebago, Wisconsin, US",United States,Wisconsin,Winnebago,US,USA,55139,44.06886922,-88.64477096,171907
"Schuyler, Missouri, US",United States,Missouri,Schuyler,US,USA,29197,40.46921489,-92.52311943,4660
"Bleckley, Georgia, US",United States,Georgia,Bleckley,US,USA,13023,32.43829035,-83.33035166,12873
"Laurens, South Carolina, US",United States,South Carolina,Laurens,US,USA,45059,34.48244419,-82.00490796,67493
"Coweta, Georgia, US",United States,Georgia,Coweta,US,USA,13077,33.35334302,-84.76129976,148509
"Hennepin, Minnesota, US",United States,Minnesota,Hennepin,US,USA,27053,45.00761521,-93.47694895,1265843
"York, Virginia, US",United States,Virginia,York,US,USA,51199,37.24374789,-76.54412815,68280
"Rockdale, Georgia, US",United States,Georgia,Rockdale,US,USA,13247,33.65145002,-84.02202167,90896
"Cass, Indiana, US",United States,Indiana,Cass,US,USA,18017,40.76135835,-86.34830753,37689
"Unicoi, Tennessee, US",United States,Tennessee,Unicoi,US,USA,47171,36.10890856,-82.43709629,17883
"McCulloch, Texas, US",United States,Texas,McCulloch,US,USA,48307,31.1925468,-99.34682807,7984
"Kent, Texas, US",United States,Texas,Kent,US,USA,48263,33.18104136,-100.7780939,762
"Wirt, West Virginia, US",United States,West Virginia,Wirt,US,USA,54105,39.02775007,-81.37473928,5821
"Howard, Missouri, US",United States,Missouri,Howard,US,USA,29089,39.1435761,-92.69756691,10001
"Flagler, Florida, US",United States,Florida,Flagler,US,USA,12035,29.45933576,-81.31508595,115081
